cell_id,centroid_x,centroid_y,thickness_px,thickness_um,completeness,dab_intensity,composite_grade
26014,83651.6909,51752.6747,15.5000,7.1269,0.9615,2.8165,3
26288,83704.6236,51617.9330,9.0000,4.1382,1.0000,2.9276,3
26289,83102.3853,51968.1027,8.0000,3.6784,0.2029,0.3157,3
26290,83202.9736,51973.4521,5.0000,2.2990,0.6000,0.8420,3
26291,83650.0197,51749.6170,14.0000,6.4372,0.9846,2.7796,3
26292,83190.1695,52008.1676,8.5000,3.9083,0.0000,0.6174,3
26610,83102.8758,51968.4086,7.0000,3.2186,0.2368,0.3274,1
26611,83147.3333,51958.1600,6.0000,2.7588,0.5600,0.4964,3
26614,83203.5780,51973.7570,5.0000,2.2990,0.4375,0.9009,2
26615,83189.6096,52007.9035,7.0000,3.2186,0.0000,0.6183,2
56954,83764.6154,51467.3462,20.0000,9.1960,1.0000,2.5185,3
56990,83141.6358,51960.0802,5.0000,2.2990,0.7714,0.5059,3
56991,83102.6373,52009.0867,22.5000,10.3455,1.0000,3.3950,3
56992,83763.7506,51476.9613,20.0000,9.1960,1.0000,2.5026,3
57204,83109.6452,51747.4167,13.0000,5.9774,1.0000,2.7746,3
