cell_id,centroid_x,centroid_y,thickness_px,thickness_um,completeness,dab_intensity,composite_grade
73144,34514.5081,69023.6263,13.0000,5.9774,0.7385,0.6002,3
73148,34654.1486,69023.8476,11.5000,5.2877,0.8545,1.3566,3
73149,34545.0945,69021.9254,16.5000,7.5867,0.7907,0.4830,3
73154,34674.1400,69048.9009,8.0000,3.6784,0.0526,1.8398,3
73155,34543.2931,69079.2879,14.0000,6.4372,0.5238,0.5498,3
73156,34578.4515,69079.6385,13.5000,6.2073,0.6774,1.0032,3
73163,34545.7286,69106.4500,9.5000,4.3681,0.2692,0.6073,3
73175,34560.5503,69222.8422,8.5000,3.9083,0.3200,0.7622,3
73177,34530.5143,69220.9910,12.5000,5.7475,0.5000,0.4959,3
73180,34513.4592,69247.1632,22.0000,10.1156,0.6286,0.4299,3
73182,34545.1780,69265.3185,14.5000,6.6671,0.7639,0.8279,3
73184,34502.8850,69281.1502,14.0000,6.4372,0.9412,0.3874,3
73195,34517.4499,69377.7343,22.0000,10.1156,0.7188,0.3317,3
73196,34622.9703,69371.3185,8.0000,3.6784,0.0000,0.4241,3
73197,34595.8570,69400.3888,25.5000,11.7249,0.7917,0.3265,3
73199,34646.0094,69405.4413,12.0000,5.5176,0.0612,0.9645,3
73204,34498.1951,69414.8667,30.0000,13.7940,0.8679,0.2955,3
73205,34560.1640,69414.5282,28.0000,12.8744,0.7647,0.2518,3
73206,34623.6302,69422.4448,27.0000,12.4146,0.7959,0.3681,3
73223,34985.8431,69613.3221,5.0000,2.2990,0.9828,2.6803,3
73231,35060.4318,69612.3615,15.0000,6.8970,1.0000,2.6092,3
73238,35086.4642,69395.9962,9.5000,4.3681,1.0000,2.3330,3
73239,35135.2556,69411.2194,14.0000,6.4372,1.0000,2.6148,3
73240,35110.0385,69594.6496,9.5000,4.3681,1.0000,2.5396,3
73241,34985.8537,69613.6640,5.0000,2.2990,0.9474,2.6651,3
73258,35061.1626,69612.6438,12.5000,5.7475,0.9792,2.5973,3
73264,35087.3024,69395.5815,10.5000,4.8279,1.0000,2.3054,3
73267,35135.9987,69412.7088,11.5000,5.2877,1.0000,2.5489,3
73268,35110.6270,69594.7222,10.0000,4.5980,1.0000,2.5110,3
74084,35124.9495,69662.5114,10.5000,4.8279,0.9831,3.0212,3
74085,35094.6947,69667.9270,14.5000,6.6671,0.9250,2.5897,3
74107,35124.8052,69662.9859,9.0000,4.1382,0.9833,3.0129,3
74108,35094.6678,69667.4633,12.0000,5.5176,0.9286,2.6003,3
96363,34542.2447,69101.5355,9.5000,4.3681,0.5000,1.5041,3
96369,35166.9863,69100.2302,11.0000,5.0578,0.6897,3.0612,3
96735,35178.3030,69669.5051,23.5000,10.8053,0.8462,3.1881,3
