cell_id,centroid_x,centroid_y,thickness_px,thickness_um,completeness,dab_intensity,composite_grade
49349,33116.2796,52816.5678,10.0000,4.5980,1.0000,0.2179,3
49358,33521.7745,52888.8889,7.0000,3.2186,1.0000,0.3608,2
49361,33470.6230,52939.1711,11.0000,5.0578,0.9894,2.8631,3
49369,33103.1886,53054.8349,13.5000,6.2073,0.9804,0.1889,3
49373,33276.0417,53157.0067,11.5000,5.2877,0.8495,2.6436,3
49374,33378.4395,53160.6903,15.5000,7.1269,0.6721,2.9455,3
49376,33226.8851,53200.2050,8.5000,3.9083,1.0000,2.7200,3
49378,33295.2595,53371.5985,20.0000,9.1960,0.9348,2.6720,3
49379,33194.8615,53423.7774,10.0000,4.5980,0.9688,2.2381,3
49380,33398.6161,53426.8363,11.0000,5.0578,0.0000,0.2754,3
49381,33516.2118,53454.3694,21.0000,9.6558,0.9266,2.2931,3
49386,33420.5275,52942.8098,16.5000,7.5867,1.0000,2.7824,3
49388,33504.9085,52967.8170,10.0000,4.5980,1.0000,2.6246,3
49389,33367.4662,52987.7262,19.0000,8.7362,0.9905,2.5226,3
49391,33326.9494,52994.9172,9.5000,4.3681,0.0000,0.2804,3
49392,33190.9964,53001.7986,6.5000,2.9887,0.8684,0.2427,2
49393,33281.7787,53015.1202,7.5000,3.4485,1.0000,2.2532,3
49397,33111.8978,53148.7541,10.0000,4.5980,1.0000,2.5914,3
49398,33511.0795,53184.0375,9.0000,4.1382,0.9804,2.5063,3
49399,33412.5380,53189.9043,17.5000,8.0465,0.7436,3.0930,3
49401,33300.8814,53212.8323,11.0000,5.0578,1.0000,2.5358,3
49402,33197.3291,53201.8462,8.0000,3.6784,0.9268,2.7975,3
49403,33276.5524,53223.2723,10.0000,4.5980,1.0000,2.7761,3
49404,33262.6840,53362.0681,7.0000,3.2186,0.9828,2.6585,3
49405,33253.2352,53408.4384,7.5000,3.4485,0.5556,0.5760,3
49406,33306.4259,53424.3333,9.0000,4.1382,1.0000,2.8948,3
49407,33326.4264,53435.9354,18.5000,8.5063,0.9796,2.5065,3
49408,33357.8815,53452.7140,14.0000,6.4372,0.7966,2.8723,3
49410,33227.2194,53456.3875,9.0000,4.1382,0.7400,2.4272,3
49411,33441.7593,53454.4074,8.0000,3.6784,0.2174,0.2369,3
49417,33116.2986,52816.1301,10.0000,4.5980,1.0000,0.2182,3
49418,33577.8861,52813.0376,7.0000,3.2186,0.5510,0.1794,2
49420,33542.7604,52838.0476,7.0000,3.2186,0.4048,0.3511,1
49424,33610.8267,52891.5974,9.0000,4.1382,0.8506,2.3867,3
49425,33521.6761,52888.5134,7.0000,3.2186,1.0000,0.3575,2
49426,33568.9429,52909.5143,5.0000,2.2990,0.1379,0.2377,2
49428,33470.5071,52939.3226,12.0000,5.5176,0.9681,2.8676,3
49430,33365.1992,52994.8718,22.0000,10.1156,0.9840,2.6435,3
49435,33102.8002,53054.7413,13.0000,5.9774,0.9811,0.1898,3
49438,33553.7243,53095.2811,5.0000,2.2990,0.3333,0.4081,2
49439,33294.6339,53116.1995,12.5000,5.7475,0.9792,2.4210,3
49440,33275.7855,53157.0348,15.5000,7.1269,0.8409,2.6493,3
49441,33378.1128,53160.8130,15.0000,6.8970,0.6571,2.9285,3
49442,33560.8667,53157.8844,5.0000,2.2990,0.3404,0.2267,1
49443,33601.4108,53174.1761,7.5000,3.4485,0.7143,1.6646,3
49445,33608.4710,53206.3978,10.0000,4.5980,0.0000,0.4774,3
49446,33226.4991,53200.2905,7.5000,3.4485,0.9861,2.7148,3
49447,33294.7054,53371.2722,17.5000,8.0465,0.9524,2.7345,3
49448,33549.2361,53385.9074,4.5000,2.0691,0.2424,0.4327,2
49449,33399.0640,53427.0116,13.5000,6.2073,0.0000,0.2788,3
49450,33516.5353,53454.8652,20.5000,9.4259,0.9145,2.3160,3
49453,33536.2114,52804.0509,9.5000,4.3681,1.0000,2.6991,3
49456,33419.6610,52942.1638,20.5000,9.4259,1.0000,2.7557,3
49458,33504.8179,52967.9463,10.0000,4.5980,1.0000,2.6410,3
49460,33327.0881,52995.5409,11.0000,5.0578,0.0000,0.2809,3
49461,33191.0820,53002.1266,12.5000,5.7475,0.8696,0.2427,3
49462,33281.7087,53014.8992,7.5000,3.4485,1.0000,2.2608,3
49464,33112.0089,53149.0893,9.5000,4.3681,1.0000,2.6317,3
49465,33510.9603,53183.7285,9.5000,4.3681,0.9661,2.5295,3
49466,33411.5300,53189.9064,14.0000,6.4372,0.8511,3.0811,3
49467,33301.0728,53213.2931,9.5000,4.3681,1.0000,2.4904,3
49468,33198.1322,53203.1415,8.0000,3.6784,0.7857,2.7741,3
49469,33276.7255,53223.3771,8.5000,3.9083,1.0000,2.7658,3
49470,33262.6738,53362.1300,6.5000,2.9887,0.9846,2.6674,3
49471,33252.7165,53408.3178,8.0000,3.6784,0.4615,0.5977,3
49472,33305.5780,53426.0805,9.5000,4.3681,1.0000,2.9222,3
49473,33196.1784,53422.8505,9.5000,4.3681,0.7903,2.2425,3
49474,33326.1528,53436.2347,14.5000,6.6671,0.9778,2.4911,3
49475,33355.7604,53449.5360,13.0000,5.9774,0.7424,2.8916,3
49476,33442.3235,53454.2745,6.5000,2.9887,0.1818,0.2556,1
49477,33603.0603,53452.5937,7.0000,3.2186,0.0000,0.1620,1
49478,33578.7295,52812.4045,8.0000,3.6784,0.6579,0.1823,3
49479,33542.0212,52838.0273,7.5000,3.4485,0.4167,0.3517,1
49481,33610.7404,52891.4014,7.5000,3.4485,0.8675,2.3901,3
49483,33568.9160,52909.6218,5.5000,2.5289,0.0417,0.2460,2
49484,33713.7048,52924.6975,8.5000,3.9083,1.0000,2.4755,3
49486,33553.8016,53095.7778,5.0000,2.2990,0.3448,0.4350,2
49487,33561.4065,53158.0081,9.0000,4.1382,0.3333,0.2294,3
49488,33600.5649,53173.9240,7.0000,3.2186,0.6923,1.6584,3
49489,33609.2954,53206.6498,10.0000,4.5980,0.0370,0.8143,3
49490,33549.3077,53385.9385,8.0000,3.6784,0.3000,0.4296,3
49493,33535.0288,52804.7634,9.5000,4.3681,1.0000,2.7105,3
49494,33722.4680,53047.5185,7.5000,3.4485,1.0000,2.7093,3
49496,33603.2640,53452.8350,5.0000,2.2990,0.0000,0.1621,1
50220,33555.4726,53477.4664,13.0000,5.9774,0.9839,2.5055,3
50248,33473.7784,53471.0963,13.0000,5.9774,0.7941,1.2347,3
50276,33555.1583,53477.3792,12.0000,5.5176,0.9467,2.4452,3
50277,33636.4193,53486.3372,13.5000,6.2073,0.5167,0.3476,3
50329,33635.6061,53486.4177,15.0000,6.8970,0.6735,0.3519,3
92273,33448.5141,53124.8569,8.5000,3.9083,0.7368,2.6940,3
92274,33505.2919,53141.7732,9.0000,4.1382,0.0465,0.3632,3
