cell_id,centroid_x,centroid_y,thickness_px,thickness_um,completeness,dab_intensity,composite_grade
34323,32043.1572,61160.5423,14.5000,6.6671,0.9762,2.8253,3
34324,32003.4233,61165.5225,14.5000,6.6671,1.0000,2.5412,3
34332,31899.6659,61245.1341,12.0000,5.5176,0.9178,2.6870,3
34333,31785.8735,61244.9753,12.0000,5.5176,1.0000,2.4074,3
34348,32286.7468,61160.9071,7.5000,3.4485,0.8654,3.1390,3
58922,31710.9831,60974.6780,15.0000,6.8970,1.0000,3.0524,3
59091,32330.1936,61130.4924,16.0000,7.3568,1.0000,2.4064,3
59092,31747.1095,61060.9148,18.5000,8.5063,1.0000,2.6368,3
59093,32345.4462,61108.3590,11.0000,5.0578,1.0000,2.8609,3
59094,32293.1895,61115.1369,8.0000,3.6784,1.0000,3.0659,3
59095,32249.3446,61125.6217,17.0000,7.8166,0.9556,2.8592,3
59096,32121.6540,61151.1059,16.0000,7.3568,1.0000,2.8967,3
59101,32214.1546,61126.7585,9.0000,4.1382,1.0000,2.4837,3
59102,32249.4596,61151.7516,10.5000,4.8279,0.7000,3.0645,3
