cell_id,centroid_x,centroid_y,thickness_px,thickness_um,completeness,dab_intensity,composite_grade
2617,93417.5610,17602.4228,8.0000,3.6784,0.0556,0.4404,3
2618,93445.2276,17635.9024,7.5000,3.4485,0.0345,0.3876,1
2619,93076.9019,17743.6396,19.0000,8.7362,0.9538,2.6965,3
2620,93104.5801,17802.0429,7.0000,3.2186,0.6481,0.9015,3
2621,93053.4468,17797.3805,4.0000,1.8392,0.6486,0.3267,2
2622,93258.4439,17847.7988,9.0000,4.1382,0.0000,0.4443,3
2628,93476.2655,17624.2874,12.0000,5.5176,0.9180,2.6214,3
2629,93074.7162,17714.7793,19.0000,8.7362,0.8772,2.9615,3
2630,93081.0048,17819.4429,9.5000,4.3681,0.7714,0.5273,3
2631,93124.1826,17848.1681,22.5000,10.3455,1.0000,3.0088,3
2632,93618.1958,17950.6635,15.0000,6.8970,1.0000,2.6710,3
3800,93545.6404,18143.2836,13.0000,5.9774,1.0000,2.7301,3
3801,93579.0424,18165.5785,15.5000,7.1269,0.9231,3.2312,3
3802,93358.7238,18202.0784,9.0000,4.1382,0.9444,2.6242,3
3803,93452.9742,18283.2658,17.0000,7.8166,0.9677,2.6275,3
3810,93271.6433,18165.5263,11.5000,5.2877,0.9344,2.5053,3
3811,93220.5748,18173.2524,15.5000,7.1269,0.8276,3.0407,3
3812,93350.9109,18165.9109,9.5000,4.3681,0.9444,2.5816,3
3813,93173.2466,18198.2618,15.5000,7.1269,0.8039,3.0196,3
81771,93112.2636,17856.2218,22.0000,10.1156,1.0000,2.9766,3
