cell_id,centroid_x,centroid_y,thickness_px,thickness_um,completeness,dab_intensity,composite_grade
13251,85193.5166,25452.9206,13.0000,5.9774,0.9730,3.1413,3
13754,85358.9661,25345.9473,5.5000,2.5289,0.2444,0.3291,1
13755,85441.4747,25368.0419,10.0000,4.5980,1.0000,2.6335,3
13758,85499.1475,25374.5566,7.0000,3.2186,1.0000,2.6868,3
13761,85373.7232,25412.2857,7.0000,3.2186,0.6667,1.8129,3
13762,85194.4820,25452.4841,12.5000,5.7475,0.9836,3.1652,3
13763,85493.9524,25455.5180,15.0000,6.8970,1.0000,2.4849,3
13764,85438.3805,25502.9009,5.0000,2.2990,0.0000,0.2580,1
13769,85497.2142,25628.9348,6.5000,2.9887,0.0820,0.9080,2
13771,85493.8117,25686.0337,11.0000,5.0578,0.9740,2.8887,3
13774,85395.0289,25811.6175,17.5000,8.0465,0.9394,2.9641,3
13775,85245.7543,25826.0163,8.0000,3.6784,0.4545,2.9646,3
13776,85293.0346,25854.3661,12.0000,5.5176,0.9231,2.5967,3
13777,85250.4732,25870.0243,14.5000,6.6671,0.8060,1.9657,3
13780,85291.6753,25888.6082,11.0000,5.0578,0.3704,1.1304,3
13782,85241.1890,25975.4549,6.5000,2.9887,0.4423,1.2343,2
13784,85401.5494,25397.9931,7.0000,3.2186,0.7534,1.8619,3
13785,85436.4933,25538.2874,7.0000,3.2186,1.0000,2.2588,3
13786,85235.5290,25545.2246,11.5000,5.2877,1.0000,2.4202,3
13789,85412.7824,25623.4861,10.0000,4.5980,0.1860,0.9012,3
13792,85440.9942,25813.3187,15.5000,7.1269,0.9125,2.8634,3
13802,85545.8397,25357.6444,6.5000,2.9887,0.3103,1.2534,2
13803,85580.9287,25371.3962,10.5000,4.8279,0.5172,1.3317,3
13805,85548.3009,25391.0621,9.0000,4.1382,1.0000,2.7355,3
13806,85875.3795,25426.7576,6.5000,2.9887,0.2830,0.9323,2
13807,85822.6811,25444.3478,6.0000,2.7588,0.2923,1.1603,2
13808,85867.5725,25460.6980,6.5000,2.9887,0.6604,0.8004,3
13809,85603.6160,25469.0107,7.0000,3.2186,0.8367,2.8708,3
13810,85881.3106,25495.5183,6.0000,2.7588,0.0000,0.3020,1
13813,85559.9547,25520.1660,5.0000,2.2990,0.3810,1.8889,2
13821,85615.5543,25780.6362,15.0000,6.8970,1.0000,2.6973,3
13823,85625.3011,25825.0571,7.5000,3.4485,0.1538,1.0143,2
13825,85605.6260,25874.7581,5.5000,2.5289,0.2258,0.6978,2
13826,85707.8639,25913.2326,7.0000,3.2186,0.4130,1.1035,2
13833,85725.8000,25436.2703,13.5000,6.2073,0.9600,2.3904,3
13836,85543.2698,25460.6276,5.5000,2.5289,0.2075,0.6013,2
13837,85835.8634,25489.4098,7.5000,3.4485,0.9855,3.0716,3
13838,85762.1145,25506.8397,8.0000,3.6784,1.0000,3.0550,3
13841,85879.5986,25518.9524,7.0000,3.2186,0.0556,0.3263,1
13843,85705.5093,25597.4187,7.5000,3.4485,0.9848,2.7017,3
13845,85782.2310,25688.6032,7.5000,3.4485,0.0339,1.5799,2
13848,85617.5305,25753.1391,13.0000,5.9774,0.9412,2.3255,3
13849,85834.3784,25769.5668,14.5000,6.6671,1.0000,2.8553,3
13851,85821.5560,25846.2856,22.5000,10.3455,0.9881,2.7587,3
13852,85745.6026,25915.7514,7.0000,3.2186,0.9231,2.7770,3
13853,85593.1694,25939.9283,10.0000,4.5980,0.9245,2.6378,3
14184,85615.9719,25779.4980,21.0000,9.6558,0.9836,2.7825,3
14185,85394.9234,25811.1988,16.0000,7.3568,0.9286,3.0070,3
14186,85246.5119,25826.8016,7.5000,3.4485,0.4464,2.9933,2
14187,85625.6523,25825.7241,7.0000,3.2186,0.2791,1.0723,2
