cell_id,centroid_x,centroid_y,thickness_px,thickness_um,completeness,dab_intensity,composite_grade
31248,63730.6377,38211.1159,13.5000,6.2073,0.9500,0.4845,3
31250,63755.7190,38236.7190,17.0000,7.8166,1.0000,0.5964,3
31257,63777.2006,38411.9410,16.5000,7.5867,1.0000,1.3201,3
31260,64047.3779,38455.1274,13.5000,6.2073,0.8364,0.2288,3
31262,64016.2444,38495.5365,9.0000,4.1382,0.9744,0.1822,1
31268,63799.3208,38182.7318,21.0000,9.6558,1.0000,0.8500,3
31269,63829.2679,38171.3302,22.0000,10.1156,1.0000,1.2402,3
31272,63993.3487,38281.8359,24.5000,11.2651,1.0000,0.9548,3
31273,64023.8042,38303.5132,15.0000,6.8970,1.0000,1.0102,3
31274,64030.0230,38391.3358,13.0000,5.9774,0.9737,0.2217,3
31278,64039.0306,38594.6177,8.5000,3.9083,1.0000,0.3719,3
32142,63368.6227,38486.8132,21.0000,9.6558,0.9737,0.6395,3
87860,63677.4090,38077.3527,39.0000,17.9322,1.0000,0.6227,3
87861,63661.9000,38102.6000,24.0000,11.0352,1.0000,0.5857,3
88018,63710.2554,38223.9048,16.0000,7.3568,1.0000,0.5671,3
88020,63619.3957,38318.3914,12.5000,5.7475,0.9070,0.5981,3
88028,63996.8635,38655.2851,15.5000,7.1269,1.0000,0.1888,3
88029,63757.3397,38670.3238,8.0000,3.6784,0.9831,0.2064,3
88032,63904.7029,38696.3010,7.5000,3.4485,1.0000,0.1929,2
88044,63654.8677,38195.8942,11.0000,5.0578,1.0000,0.4262,3
88045,63662.0894,38231.6463,21.5000,9.8857,1.0000,0.4216,3
88048,63606.2646,38348.8804,12.5000,5.7475,0.9091,1.4917,3
88054,63965.3168,38661.3927,7.5000,3.4485,1.0000,0.3028,2
88056,64052.8596,38697.8421,11.0000,5.0578,1.0000,0.2643,3
88245,63424.9246,38247.4766,13.5000,6.2073,1.0000,0.4829,3
88246,63390.6190,38264.2910,11.0000,5.0578,1.0000,0.2639,3
88247,63458.0893,38306.2009,15.5000,7.1269,1.0000,1.1400,3
88248,63476.3953,38415.9922,10.5000,4.8279,0.0312,0.3093,3
88249,63448.5676,38431.8757,15.5000,7.1269,0.9787,0.2549,3
88250,63439.5460,38493.4770,11.0000,5.0578,0.6129,0.2204,3
88251,63524.4476,38518.8032,18.0000,8.2764,1.0000,0.3335,3
88260,63475.6538,38653.6452,22.0000,10.1156,1.0000,1.1818,3
