cell_id,centroid_x,centroid_y,thickness_px,thickness_um,completeness,dab_intensity,composite_grade
31287,80627.9966,38136.3847,19.0000,8.7362,0.7945,3.0150,3
31290,80925.3409,38236.4773,11.5000,5.2877,0.7778,2.7990,3
31291,80946.8180,38244.1721,16.5000,7.5867,0.6429,2.8904,3
31293,80678.7491,38277.2925,15.0000,6.8970,0.7604,2.8953,3
31294,80699.1120,38283.9569,13.5000,6.2073,0.8714,3.0917,3
31295,80648.7665,38291.9048,18.0000,8.2764,0.7317,2.6236,3
31296,80782.2282,38298.7341,9.0000,4.1382,0.9091,2.9165,3
31298,80810.3076,38316.2357,9.5000,4.3681,0.6716,2.9118,3
31300,80823.6415,38342.3450,9.5000,4.3681,0.6479,2.9150,3
31301,80622.3931,38363.1431,11.0000,5.0578,0.7541,2.9624,3
31302,80906.6694,38364.0000,32.5000,14.9435,0.9744,2.8536,3
31303,80934.2655,38374.2655,24.0000,11.0352,0.6094,3.0383,3
31304,80874.3392,38378.3193,14.5000,6.6671,0.7324,2.9933,3
31305,80679.8239,38376.8718,13.0000,5.9774,0.6471,2.5948,3
31306,80906.0126,38395.8328,17.0000,7.8166,0.9375,3.1969,3
31308,80764.7022,38428.3822,10.0000,4.5980,0.9667,3.0971,3
31309,80831.3775,38427.5172,12.0000,5.5176,0.8958,2.4237,3
31310,80923.3003,38440.8733,8.5000,3.9083,0.1628,0.3332,3
31312,80889.3109,38482.5082,4.5000,2.0691,1.0000,0.9984,3
31313,80923.7046,38479.1722,7.5000,3.4485,0.5882,1.2276,3
31317,80740.1090,38504.9573,20.5000,9.4259,1.0000,2.7675,3
31318,80797.6061,38527.3152,20.0000,9.1960,1.0000,2.6977,3
31319,80855.9293,38517.4949,5.0000,2.2990,0.0833,0.2056,1
31323,80782.9716,38649.8156,14.0000,6.4372,0.7838,2.9998,3
31324,80753.4160,38644.8246,17.0000,7.8166,1.0000,2.6547,3
31327,80660.2369,38027.7831,5.0000,2.2990,0.0400,0.1198,1
31330,80811.9586,38161.2798,18.0000,8.2764,0.6944,2.8443,3
31335,80661.5752,38236.3856,21.0000,9.6558,0.8000,3.0311,3
31339,80805.4275,38264.4239,17.0000,7.8166,0.8621,2.6943,3
31340,80906.3625,38314.4915,18.5000,8.5063,0.8077,2.3854,3
31342,80850.7160,38360.0456,14.0000,6.4372,0.6162,2.9011,3
31343,80656.1699,38365.4039,16.0000,7.3568,0.7358,2.9332,3
31347,80847.1531,38454.1259,7.0000,3.2186,0.4200,0.3307,1
31349,80746.9133,38472.6331,14.0000,6.4372,0.7200,2.8567,3
