cell_id,centroid_x,centroid_y,thickness_px,thickness_um,completeness,dab_intensity,composite_grade
417,89426.4408,15571.4649,12.0000,5.5176,0.5676,2.9452,3
418,89467.3098,15724.0302,17.0000,7.8166,0.8710,2.9703,3
419,90079.4985,15741.7072,5.5000,2.5289,0.0000,0.2532,2
420,89608.2204,15923.7927,18.0000,8.2764,0.6441,3.2698,3
421,90087.2099,16105.2250,10.5000,4.8279,0.8434,3.0482,3
423,90091.7878,15614.2810,10.0000,4.5980,0.9192,2.7461,3
424,90009.8186,15668.5839,19.5000,8.9661,0.8714,3.1237,3
425,89720.2500,15730.0231,7.0000,3.2186,0.0000,0.6872,2
426,89438.2342,15785.7971,9.0000,4.1382,0.9506,2.9342,3
427,89885.6330,15841.2285,15.5000,7.1269,1.0000,2.9656,3
428,89836.2235,15856.3356,15.0000,6.8970,0.9649,3.2433,3
429,89503.8594,15895.5337,19.5000,8.9661,0.6761,3.0943,3
430,89577.1436,15914.8250,17.5000,8.0465,0.8723,3.3300,3
431,89644.3050,15922.5376,10.5000,4.8279,0.8571,3.1066,3
432,89941.9178,15966.9413,14.0000,6.4372,0.8873,2.4525,3
433,90065.9127,16071.3778,9.5000,4.3681,0.8500,3.2234,3
442,90095.4303,15680.8939,11.0000,5.0578,0.9655,1.9156,3
1051,90099.7178,16170.4981,7.0000,3.2186,0.4318,1.2091,2
47255,89426.7080,15560.3893,14.5000,6.6671,0.6522,2.8623,3
47289,89968.2392,15560.4857,24.0000,11.0352,0.5000,2.9160,3
47383,89507.8235,15900.3886,19.5000,8.9661,0.6875,3.1036,3
47388,89542.0212,15922.6032,14.5000,6.6671,0.9722,2.9712,3
47394,90048.0154,16116.5789,12.0000,5.5176,0.8372,2.9800,3
47395,90056.2642,16148.2893,13.5000,6.2073,1.0000,2.7795,3
47400,90111.0000,15753.1009,20.5000,9.4259,1.0000,2.9470,3
47413,89953.4843,15716.1801,20.5000,9.4259,0.7463,2.9140,3
