cell_id,centroid_x,centroid_y,thickness_px,thickness_um,completeness,dab_intensity,composite_grade
59988,30065.1690,61212.1784,5.0000,2.2990,1.0000,0.2279,1
59990,30152.4569,61243.5977,13.0000,5.9774,0.9412,0.2176,3
60044,30190.9103,61206.8974,4.5000,2.0691,0.4737,0.2080,1
60045,30225.6239,61223.0856,16.5000,7.5867,1.0000,2.3615,3
60046,30023.5418,61234.7929,5.0000,2.2990,1.0000,0.2078,1
60079,30152.7807,61243.0770,13.0000,5.9774,0.9608,0.2166,3
60127,30190.7755,61206.8027,5.0000,2.2990,0.4762,0.2097,1
94301,30196.8767,61067.4600,10.5000,4.8279,1.0000,0.2762,3
94302,30146.0884,61091.6168,10.0000,4.5980,1.0000,0.2908,3
94303,29883.7141,61101.8910,10.0000,4.5980,1.0000,0.2681,3
94304,30200.5669,61109.1582,7.5000,3.4485,0.9016,0.2224,2
94307,30268.7778,61126.4125,12.0000,5.5176,0.1429,0.2454,3
94308,30197.6890,61141.4295,9.0000,4.1382,0.9655,0.2033,3
94309,30242.8624,61141.0559,8.0000,3.6784,1.0000,0.2709,3
94311,30043.3568,61181.1009,5.0000,2.2990,1.0000,0.2159,2
94312,30095.7407,61187.0741,7.5000,3.4485,1.0000,0.2481,2
94313,30144.6734,61186.1624,14.0000,6.4372,0.9828,0.2262,3
94314,29919.1604,61191.6761,11.5000,5.2877,1.0000,0.1795,1
94315,29932.8955,61213.2899,17.5000,8.0465,1.0000,0.1862,3
94341,29863.9903,61232.3372,8.0000,3.6784,1.0000,0.1968,1
94356,30160.2365,61145.5812,9.5000,4.3681,1.0000,0.1453,1
