# THRESHOLDS_UNCALIBRATED -- RESEARCH USE ONLY. Do NOT use for clinical decisions. Composite grades use preliminary thresholds (0.10/0.20/0.35) that have not been calibrated against pathologist consensus.
slide_id,in_baseline,in_cohort,bl_total_cells,bl_pct_positive,bl_pct_2plus,bl_h_score,bl_mean_dab,bl_negative,bl_weak_1plus,bl_moderate_2plus,bl_strong_3plus,bl_eligible,co_total_cells,co_pct_2plus,co_h_score,co_mean_membrane_dab,co_mean_raw_dab,co_mean_completeness,co_mean_thickness_um,co_negative,co_weak_1plus,co_moderate_2plus,co_strong_3plus,co_n_measured,co_pct_measured,co_eligible,co_has_membrane,delta_total_cells,delta_pct_2plus,delta_h_score,eligibility_flip
CLDN0359,True,True,360523,60.2286,10.422913378619395,75.2,0.1443,143385,179561,21169,16408,False,93311,0.0,0.0,0.0,0,0,0,93311,0,0,0,0,0.0,False,False,-267212,-10.422913378619395,-75.2,BOTH_NOT_ELIGIBLE
CLDN0360,True,True,1078029,39.5744,3.820676438203425,45.7,0.1205,651406,385435,16166,25022,False,983686,0.0,0.0,0.0,0,0,0,983686,0,0,0,0,0.0,False,False,-94343,-3.820676438203425,-45.7,BOTH_NOT_ELIGIBLE
CLDN0361,True,True,960765,40.87,2.7762251955472985,45.3,0.113,568100,365992,11050,15623,False,1134944,0.0,0.0,0.0,0,0,0,1134944,0,0,0,0,0.0,False,False,174179,-2.7762251955472985,-45.3,BOTH_NOT_ELIGIBLE
CLDN0362,True,True,1189878,70.9463,23.123547119956836,108.5,0.2375,345704,569032,103974,171168,False,370349,0.0,0.0,0.0,0,0,0,370349,0,0,0,0,0.0,False,False,-819529,-23.123547119956836,-108.5,BOTH_NOT_ELIGIBLE
CLDN0363,True,True,860342,71.0942,10.848011604687438,89.6,0.1983,248689,518323,27757,65573,False,163572,0.0,0.0,0.0,0,0,0,163572,0,0,0,0,0.0,False,False,-696770,-10.848011604687438,-89.6,BOTH_NOT_ELIGIBLE
CLDN0364,True,True,629524,49.0027,8.799187957885641,63.6,0.1662,321040,253091,18675,36718,False,139157,0.0,0.0,0.0,0,0,0,139157,0,0,0,0,0.0,False,False,-490367,-8.799187957885641,-63.6,BOTH_NOT_ELIGIBLE
CLDN0365,True,True,972945,68.1811,17.239926203433903,98.0,0.2165,309580,495630,45307,122428,False,713557,0.0,0.0,0.0,0,0,0,713557,0,0,0,0,0.0,False,False,-259388,-17.239926203433903,-98.0,BOTH_NOT_ELIGIBLE
CLDN0366,True,True,608909,72.1952,21.557572642217472,110.0,0.2669,169306,308337,32190,99076,False,233074,0.0,0.0,0.0,0,0,0,233074,0,0,0,0,0.0,False,False,-375835,-21.557572642217472,-110.0,BOTH_NOT_ELIGIBLE
CLDN0367,True,True,1031191,50.319,11.687553518213406,71.5,0.2026,512306,398364,23007,97514,False,706278,0.0,0.0,0.0,0,0,0,706278,0,0,0,0,0.0,False,False,-324913,-11.687553518213406,-71.5,BOTH_NOT_ELIGIBLE
CLDN0368,True,True,819254,60.4151,6.578667910074287,71.5,0.1506,324301,441057,16641,37255,False,757552,0.0,0.0,0.0,0,0,0,757552,0,0,0,0,0.0,False,False,-61702,-6.578667910074287,-71.5,BOTH_NOT_ELIGIBLE
CLDN0369,True,True,1635400,58.0555,17.93512290571114,92.1,0.2601,685960,656129,30376,262935,False,774017,0.0,0.0,0.0,0,0,0,774017,0,0,0,0,0.0,False,False,-861383,-17.93512290571114,-92.1,BOTH_NOT_ELIGIBLE
CLDN0370,True,True,654213,23.9266,3.417694237197977,30.1,0.1134,497682,134172,4655,17704,False,611494,0.0,0.0,0.0,0,0,0,611494,0,0,0,0,0.0,False,False,-42719,-3.417694237197977,-30.1,BOTH_NOT_ELIGIBLE
CLDN0371,True,True,906629,72.1859,21.42662544436589,104.9,0.2239,252171,460198,91790,102470,False,203674,0.0,0.0,0.0,0,0,0,203674,0,0,0,0,0.0,False,False,-702955,-21.42662544436589,-104.9,BOTH_NOT_ELIGIBLE
CLDN0372,True,True,370381,39.7221,0.666070883765636,40.5,0.1,223258,144656,2171,296,False,366675,0.0,0.0,0.0,0,0,0,366675,0,0,0,0,0.0,False,False,-3706,-0.666070883765636,-40.5,BOTH_NOT_ELIGIBLE
CLDN0373,True,True,921947,33.0652,4.642240822954031,41.4,0.136,617103,262045,8367,34432,False,894642,0.0,0.0,0.0,0,0,0,894642,0,0,0,0,0.0,False,False,-27305,-4.642240822954031,-41.4,BOTH_NOT_ELIGIBLE
CLDN0374,True,False,511586,61.8676,25.85391312506597,108.4,0.3135,195080,184241,26490,105775,False,,,,,,,,,,,,,,,,,,,MISSING_DATA
CLDN0375,True,True,1005777,71.0574,29.797161796302756,124.4,0.3142,291098,414986,62907,236786,False,146119,0.0,0.0,0.0,0,0,0,146119,0,0,0,0,0.0,False,False,-859658,-29.797161796302756,-124.4,BOTH_NOT_ELIGIBLE
CLDN0376,True,True,505673,34.3764,4.290717519029095,42.3,0.1286,331841,152135,3427,18270,False,181591,0.0,0.0,0.0,0,0,0,181591,0,0,0,0,0.0,False,False,-324082,-4.290717519029095,-42.3,BOTH_NOT_ELIGIBLE
CLDN0377,True,False,560473,59.7253,15.215184317531799,87.6,0.2367,225729,249467,14072,71205,False,,,,,,,,,,,,,,,,,,,MISSING_DATA
CLDN0378,True,True,862024,44.8544,9.58047571761343,62.4,0.182,475368,304070,14266,68320,False,153999,0.0,0.0,0.0,0,0,0,153999,0,0,0,0,0.0,False,False,-708025,-9.58047571761343,-62.4,BOTH_NOT_ELIGIBLE
CLDN0379,True,True,1112039,82.8884,19.431153044092877,115.7,0.2308,190288,705669,67673,148409,False,757083,0.0,0.0,0.0,0,0,0,757083,0,0,0,0,0.0,False,False,-354956,-19.431153044092877,-115.7,BOTH_NOT_ELIGIBLE
CLDN0380,True,True,673138,88.2508,23.714156681096597,126.9,0.2525,79088,434421,58761,100868,False,386563,0.0,0.0,0.0,0,0,0,386563,0,0,0,0,0.0,False,False,-286575,-23.714156681096597,-126.9,BOTH_NOT_ELIGIBLE
CLDN0381,True,True,819678,62.3193,23.000129319074077,102.6,0.2795,308860,322291,46971,141556,False,208678,0.0,0.0,0.0,0,0,0,208678,0,0,0,0,0.0,False,False,-611000,-23.000129319074077,-102.6,BOTH_NOT_ELIGIBLE
CLDN0382,True,True,933316,85.6275,40.315177281863804,156.8,0.4089,134141,422907,88226,288042,False,248179,0.0,0.0,0.0,0,0,0,248179,0,0,0,0,0.0,False,False,-685137,-40.315177281863804,-156.8,BOTH_NOT_ELIGIBLE
CLDN0383,True,True,1240163,36.4225,1.1604119781028785,38.3,0.1004,788465,437307,5764,8627,False,1318583,0.0,0.0,0.0,0,0,0,1318583,0,0,0,0,0.0,False,False,78420,-1.1604119781028785,-38.3,BOTH_NOT_ELIGIBLE
CLDN0384,True,True,798667,68.9257,16.108090105137684,97.6,0.2332,248180,421837,28136,100514,False,237278,0.0,0.0,0.0,0,0,0,237278,0,0,0,0,0.0,False,False,-561389,-16.108090105137684,-97.6,BOTH_NOT_ELIGIBLE
CLDN0385,True,False,103031,84.692,17.441352602614746,116.5,0.2729,15772,69289,3184,14786,False,,,,,,,,,,,,,,,,,,,MISSING_DATA
CLDN0386,True,False,284081,79.9744,19.021687476459178,114.3,0.2825,56889,173155,10468,43569,False,,,,,,,,,,,,,,,,,,,MISSING_DATA
CLDN0387,True,False,1665134,47.916,0.8765660901765263,49.1,0.105,867269,783269,9542,5054,False,,,,,,,,,,,,,,,,,,,MISSING_DATA
CLDN0388,True,False,587642,33.5544,0.6029181031988864,34.5,0.096,390462,193637,1595,1948,False,,,,,,,,,,,,,,,,,,,MISSING_DATA
CLDN0389,True,True,1253588,42.8185,8.195595363069845,56.9,0.1533,716821,434028,28484,74255,False,1102752,0.0,0.0,0.0,0,0,0,1102752,0,0,0,0,0.0,False,False,-150836,-8.195595363069845,-56.9,BOTH_NOT_ELIGIBLE
CLDN0390,True,True,862034,65.5396,22.545630450771085,107.5,0.3267,297060,370623,27334,167017,False,121959,0.0,0.0,0.0,0,0,0,121959,0,0,0,0,0.0,False,False,-740075,-22.545630450771085,-107.5,BOTH_NOT_ELIGIBLE
CLDN0391,True,True,926894,51.3265,6.340099299380511,62.3,0.1555,451152,416976,16047,42719,False,612734,0.0,0.0,0.0,0,0,0,612734,0,0,0,0,0.0,False,False,-314160,-6.340099299380511,-62.3,BOTH_NOT_ELIGIBLE
CLDN0392,True,True,1160294,44.846,5.000370595728324,52.8,0.1274,639949,462326,24002,34017,False,1087161,0.0,0.0,0.0,0,0,0,1087161,0,0,0,0,0.0,False,False,-73133,-5.000370595728324,-52.8,BOTH_NOT_ELIGIBLE
CLDN0393,True,True,404593,65.1526,16.295388204936813,92.8,0.2189,140990,197673,20050,45880,False,107605,0.0,0.0,0.0,0,0,0,107605,0,0,0,0,0.0,False,False,-296988,-16.295388204936813,-92.8,BOTH_NOT_ELIGIBLE
CLDN0394,True,True,607775,53.5664,3.223561350828843,58.2,0.1167,282212,305971,11162,8430,False,659700,0.0,0.0,0.0,0,0,0,659700,0,0,0,0,0.0,False,False,51925,-3.223561350828843,-58.2,BOTH_NOT_ELIGIBLE
CLDN0395,True,True,725417,56.3874,13.901383617974213,81.8,0.2324,316373,308201,17646,83197,False,155268,0.0,0.0,0.0,0,0,0,155268,0,0,0,0,0.0,False,False,-570149,-13.901383617974213,-81.8,BOTH_NOT_ELIGIBLE
CLDN0396,True,True,681286,75.168,1.716900097756302,77.2,0.1232,169177,500412,9732,1965,False,700162,0.0,0.0,0.0,0,0,0,700162,0,0,0,0,0.0,False,False,18876,-1.716900097756302,-77.2,BOTH_NOT_ELIGIBLE
CLDN0397,True,False,1148799,45.7676,5.84932612232427,54.4,0.1273,623021,458581,34889,32308,False,,,,,,,,,,,,,,,,,,,MISSING_DATA
CLDN0398,True,False,684961,76.845,12.658092942517897,94.5,0.1665,158603,439655,52446,34257,False,,,,,,,,,,,,,,,,,,,MISSING_DATA
CLDN0399,False,True,,,,,,,,,,,12090,0.0,0.0,0.0,0,0,0,12090,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0400,False,True,,,,,,,,,,,209,0.0,0.0,0.0,0,0,0,209,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0402,False,True,,,,,,,,,,,3788,0.0,0.0,0.0,0,0,0,3788,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0403,False,True,,,,,,,,,,,802,0.0,0.0,0.0,0,0,0,802,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0404,False,True,,,,,,,,,,,3127,0.0,0.0,0.0,0,0,0,3127,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0405,False,True,,,,,,,,,,,54485,0.0,0.0,0.0,0,0,0,54485,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0408,False,True,,,,,,,,,,,4635,0.0,0.0,0.0,0,0,0,4635,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0409,False,True,,,,,,,,,,,1983,0.0,0.0,0.0,0,0,0,1983,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0410,False,True,,,,,,,,,,,1620,0.0,0.0,0.0,0,0,0,1620,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0411,False,True,,,,,,,,,,,12491,0.0,0.0,0.0,0,0,0,12491,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0412,False,True,,,,,,,,,,,876,0.0,0.0,0.0,0,0,0,876,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0413,False,True,,,,,,,,,,,2892,0.0,0.0,0.0,0,0,0,2892,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0414,False,True,,,,,,,,,,,5500,0.0,0.0,0.0,0,0,0,5500,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0415,False,True,,,,,,,,,,,7307,0.0,0.0,0.0,0,0,0,7307,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0416,False,True,,,,,,,,,,,7588,0.0,0.0,0.0,0,0,0,7588,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0417,False,True,,,,,,,,,,,696,0.0,0.0,0.0,0,0,0,696,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0418,False,True,,,,,,,,,,,845,0.0,0.0,0.0,0,0,0,845,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0419,False,True,,,,,,,,,,,7424,0.0,0.0,0.0,0,0,0,7424,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0421,False,True,,,,,,,,,,,7029,0.0,0.0,0.0,0,0,0,7029,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0422,False,True,,,,,,,,,,,29,0.0,0.0,0.0,0,0,0,29,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0423,False,True,,,,,,,,,,,389,0.0,0.0,0.0,0,0,0,389,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0424,False,True,,,,,,,,,,,366,0.0,0.0,0.0,0,0,0,366,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0425,False,True,,,,,,,,,,,2261,0.0,0.0,0.0,0,0,0,2261,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0426,False,True,,,,,,,,,,,82,0.0,0.0,0.0,0,0,0,82,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0427,False,True,,,,,,,,,,,56853,0.0,0.0,0.0,0,0,0,56853,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0428,False,True,,,,,,,,,,,246,0.0,0.0,0.0,0,0,0,246,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0429,False,True,,,,,,,,,,,3734,0.0,0.0,0.0,0,0,0,3734,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0430,False,True,,,,,,,,,,,16196,0.0,0.0,0.0,0,0,0,16196,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0431,False,True,,,,,,,,,,,62,0.0,0.0,0.0,0,0,0,62,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0432,False,True,,,,,,,,,,,832,0.0,0.0,0.0,0,0,0,832,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0433,False,True,,,,,,,,,,,15306,0.0,0.0,0.0,0,0,0,15306,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0434,False,True,,,,,,,,,,,2192,0.0,0.0,0.0,0,0,0,2192,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0435,False,True,,,,,,,,,,,4044,0.0,0.0,0.0,0,0,0,4044,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0437,False,True,,,,,,,,,,,10178,0.0,0.0,0.0,0,0,0,10178,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0438,False,True,,,,,,,,,,,250492,0.0,0.0,0.0,0,0,0,250492,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0440,False,True,,,,,,,,,,,5066,0.0,0.0,0.0,0,0,0,5066,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0441,False,True,,,,,,,,,,,1896,0.0,0.0,0.0,0,0,0,1896,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0442,False,True,,,,,,,,,,,9383,0.0,0.0,0.0,0,0,0,9383,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0443,False,True,,,,,,,,,,,17454,0.0,0.0,0.0,0,0,0,17454,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0444,False,True,,,,,,,,,,,64,0.0,0.0,0.0,0,0,0,64,0,0,0,0,0.0,False,False,,,,MISSING_DATA
CLDN0445,False,True,,,,,,,,,,,1411,0.0,0.0,0.0,0,0,0,1411,0,0,0,0,0.0,False,False,,,,MISSING_DATA
